loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,occupancy_type,income,credit_type,Credit_Score,co-applicant_credit_type,age,LTV,Region,Security_Type,Status,dtir1
cf,Male,nopre,type1,p3,l1,nopc,nob/c,236500,300,neg_amm,not_int,not_lpsm,338000,pr,5340,CRIF,569,CIB,55-64,69.9704142,North,direct,1,35
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,256500,360,not_neg,not_int,not_lpsm,288000,pr,3420,CRIF,621,CIB,55-64,89.0625,south,direct,1,44
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,296500,120,not_neg,not_int,not_lpsm,478000,pr,6540,CIB,566,EXP,55-64,62.0292887,south,direct,0,49
cf,Sex Not Available,nopre,type1,p3,l2,nopc,nob/c,286500,360,not_neg,not_int,not_lpsm,378000,pr,5400,CIB,818,EXP,35-44,75.79365079,south,direct,0,41
cf,Male,nopre,type1,p4,l1,nopc,nob/c,346500,360,not_neg,not_int,not_lpsm,378000,pr,6000,EXP,883,CIB,25-34,91.66666667,south,direct,0,35
cf,Male,pre,type1,p1,l1,nopc,nob/c,396500,360,not_neg,not_int,not_lpsm,428000,pr,6600,CRIF,613,CIB,25-34,92.64018692,south,direct,0,42
ncf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,506500,180,not_neg,not_int,not_lpsm,1068000,pr,29580,CRIF,565,EXP,55-64,47.42509363,south,direct,0,20
ncf,Joint,nopre,type1,p4,l1,nopc,nob/c,136500,324,not_neg,not_int,not_lpsm,438000,pr,4020,CIB,835,EXP,>74,31.16438356,North,direct,0,34
cf,Joint,pre,type2,p3,l1,nopc,b/c,286500,360,not_neg,not_int,not_lpsm,328000,pr,7200,EXP,896,EXP,55-64,87.34756098,North,direct,0,39
cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,296500,360,not_neg,not_int,not_lpsm,328000,pr,9300,EXP,826,CIB,55-64,90.39634146,south,direct,0,28
ncf,Joint,nopre,type1,p1,l1,nopc,nob/c,506500,360,not_neg,not_int,not_lpsm,638000,pr,18000,CIB,768,EXP,45-54,79.38871473,North,direct,0,34
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,376500,360,neg_amm,not_int,not_lpsm,418000,pr,5520,EQUI,889,EXP,55-64,75.2016129,North,direct,1,39
cf,Female,nopre,type1,p1,l1,nopc,nob/c,376500,360,not_neg,not_int,not_lpsm,448000,pr,8580,CIB,688,CIB,35-44,84.04017857,North,direct,0,36
cf,Male,nopre,type1,p4,l1,nopc,nob/c,266500,360,not_neg,not_int,not_lpsm,458000,pr,5040,CIB,620,CIB,35-44,58.18777293,south,direct,1,59
cf,Male,nopre,type1,p4,l1,nopc,nob/c,696500,360,not_neg,not_int,not_lpsm,1448000,pr,11760,EXP,605,CIB,45-54,48.10082873,North,direct,0,33
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,476500,360,not_neg,not_int,not_lpsm,808000,pr,7080,CRIF,591,EXP,45-54,58.97277228,south,direct,0,33
cf,Male,pre,type1,p1,l1,nopc,nob/c,376500,360,not_neg,not_int,not_lpsm,398000,pr,10680,EXP,676,CIB,55-64,94.59798995,North,direct,0,40
cf,Female,pre,type1,p1,l1,nopc,nob/c,466500,360,not_neg,not_int,not_lpsm,518000,pr,6480,CIB,584,CIB,45-54,90.05791506,south,direct,0,33
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,516500,360,not_neg,not_int,not_lpsm,728000,pr,8340,CIB,709,EXP,45-54,70.9478022,North,direct,0,31
cf,Joint,nopre,type2,p4,l2,nopc,b/c,246500,240,not_neg,not_int,not_lpsm,248000,pr,4800,CIB,616,EXP,55-64,99.39516129,North,direct,1,49
cf,Joint,pre,type1,p1,l1,nopc,nob/c,416500,360,not_neg,not_int,not_lpsm,448000,pr,8460,CRIF,662,EXP,35-44,92.96875,North,direct,0,30
cf,Joint,pre,type1,p3,l1,nopc,nob/c,256500,360,not_neg,not_int,not_lpsm,438000,pr,3720,CRIF,865,EXP,65-74,58.56164384,North,direct,0,33
cf,Sex Not Available,nopre,type1,p2,l1,nopc,nob/c,256500,360,not_neg,int_only,not_lpsm,388000,ir,6600,CIB,737,CIB,35-44,66.10824742,south,direct,0,45
cf,Sex Not Available,nopre,type1,p3,l2,opc,nob/c,256500,360,not_neg,int_only,not_lpsm,1808000,pr,14160,CRIF,747,EXP,55-64,14.1869469,south,direct,0,49
cf,Male,nopre,type2,p1,l1,nopc,b/c,286500,360,neg_amm,not_int,not_lpsm,418000,pr,5340,EQUI,837,EXP,25-34,75.2016129,North,direct,1,39
cf,Female,nopre,type2,p1,l1,nopc,b/c,306500,360,not_neg,not_int,not_lpsm,318000,pr,6420,CIB,623,CIB,25-34,96.3836478,south,direct,0,53
cf,Joint,pre,type1,p3,l1,nopc,nob/c,226500,360,neg_amm,not_int,not_lpsm,268000,pr,6480,CIB,896,EXP,55-64,84.51492537,North,direct,1,46
cf,Female,nopre,type1,p1,l2,nopc,nob/c,546500,360,not_neg,not_int,not_lpsm,568000,pr,5640,EXP,755,CIB,35-44,96.21478873,south,direct,0,45
cf,Female,nopre,type2,p1,l1,nopc,b/c,216500,360,not_neg,int_only,not_lpsm,228000,pr,3060,EXP,639,CIB,25-34,94.95614035,North,direct,0,58
cf,Female,nopre,type1,p3,l1,nopc,nob/c,106500,360,not_neg,not_int,not_lpsm,148000,ir,1560,CRIF,801,CIB,65-74,71.95945946,North,direct,1,39
cf,Male,nopre,type2,p3,l1,nopc,b/c,116500,360,not_neg,not_int,not_lpsm,138000,pr,2280,CIB,787,CIB,35-44,84.42028986,North,direct,0,49
cf,Female,nopre,type1,p1,l1,nopc,nob/c,86500,360,neg_amm,not_int,not_lpsm,118000,pr,3660,CIB,643,CIB,55-64,73.30508475,central,direct,0,25
cf,Male,pre,type1,p4,l1,nopc,nob/c,366500,324,not_neg,not_int,not_lpsm,528000,pr,5880,CRIF,628,CIB,35-44,69.41287879,North,direct,0,37
cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,196500,360,not_neg,not_int,not_lpsm,228000,pr,3660,EXP,720,CIB,25-34,86.18421053,south,direct,0,40
cf,Male,nopre,type1,p2,l1,nopc,nob/c,106500,360,not_neg,not_int,not_lpsm,418000,pr,5100,EQUI,713,EXP,55-64,75.2016129,North,direct,1,39
cf,Female,nopre,type1,p4,l1,nopc,nob/c,406500,360,neg_amm,int_only,not_lpsm,708000,pr,5160,CIB,871,CIB,45-54,57.41525424,south,direct,0,36
cf,Joint,nopre,type3,p1,l1,nopc,nob/c,296500,360,neg_amm,not_int,not_lpsm,288000,pr,7260,CIB,807,EXP,25-34,102.9513889,North,direct,0,39
cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,316500,360,not_neg,not_int,not_lpsm,378000,pr,5700,CIB,779,EXP,35-44,83.73015873,south,direct,0,39
cf,Female,nopre,type1,p4,l2,nopc,nob/c,386500,360,not_neg,not_int,not_lpsm,638000,pr,5520,CIB,856,CIB,45-54,60.5799373,North,direct,0,37
cf,Male,nopre,type3,p4,l1,nopc,nob/c,316500,360,not_neg,not_int,not_lpsm,328000,pr,5700,CRIF,598,CIB,45-54,96.49390244,central,direct,0,39
cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,176500,360,not_neg,not_int,not_lpsm,218000,pr,4140,CRIF,804,CIB,45-54,80.96330275,south,direct,0,41
cf,Male,pre,type1,p3,l1,nopc,nob/c,486500,360,not_neg,not_int,not_lpsm,658000,ir,8700,CRIF,813,CIB,>74,73.93617021,central,direct,0,20
ncf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,516500,360,not_neg,not_int,not_lpsm,418000,pr,8700,EQUI,630,EXP,35-44,75.2016129,south,direct,1,39
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,156500,360,neg_amm,not_int,not_lpsm,248000,pr,2100,EXP,836,CIB,35-44,63.10483871,south,direct,1,40
cf,Male,nopre,type2,p3,l1,nopc,b/c,306500,360,not_neg,not_int,not_lpsm,498000,pr,3720,CIB,545,CIB,65-74,61.54618474,North,direct,1,54
cf,Female,nopre,type1,p3,l1,nopc,nob/c,226500,360,not_neg,not_int,not_lpsm,288000,pr,4920,CRIF,663,CIB,55-64,78.64583333,North,direct,0,41
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,316500,360,not_neg,not_int,not_lpsm,398000,pr,7500,EXP,659,EXP,45-54,79.52261307,south,direct,0,37
cf,Female,nopre,type1,p4,l1,nopc,nob/c,336500,360,not_neg,int_only,not_lpsm,378000,pr,5940,CIB,526,CIB,35-44,89.02116402,North,direct,0,36
cf,Female,pre,type1,p3,l1,nopc,nob/c,156500,360,not_neg,not_int,not_lpsm,238000,pr,7920,EXP,523,CIB,55-64,65.75630252,North,direct,0,16
cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,476500,180,not_neg,not_int,not_lpsm,428000,pr,9060,EXP,833,EXP,65-74,111.3317757,south,direct,1,41
cf,Male,nopre,type2,p3,l1,nopc,b/c,196500,360,not_neg,not_int,not_lpsm,238000,pr,5400,CIB,729,CIB,35-44,82.56302521,south,direct,0,46
cf,Male,nopre,type2,p1,l1,nopc,b/c,306500,360,not_neg,not_int,not_lpsm,308000,pr,6240,CIB,803,CIB,35-44,99.51298701,central,direct,0,54
cf,Sex Not Available,nopre,type2,p1,l1,nopc,b/c,306500,360,not_neg,int_only,not_lpsm,318000,pr,4500,EXP,558,CIB,55-64,96.3836478,North,direct,0,43
cf,Male,nopre,type1,p3,l1,nopc,nob/c,666500,360,not_neg,not_int,not_lpsm,1008000,pr,7800,CIB,534,CIB,45-54,66.12103175,North,direct,0,42
cf,Joint,nopre,type2,p4,l1,nopc,b/c,356500,360,not_neg,not_int,not_lpsm,368000,pr,5700,CRIF,786,EXP,45-54,96.875,North,direct,0,58
cf,Joint,nopre,type3,p1,l1,nopc,nob/c,456500,360,neg_amm,not_int,not_lpsm,448000,pr,15060,CIB,541,EXP,45-54,101.8973214,south,direct,0,37
ncf,Sex Not Available,pre,type3,p1,l1,nopc,nob/c,276500,360,not_neg,not_int,not_lpsm,278000,pr,5400,CIB,832,CIB,55-64,99.46043165,south,direct,0,49
cf,Male,nopre,type2,p3,l1,nopc,b/c,166500,360,not_neg,not_int,not_lpsm,238000,pr,3300,EXP,588,CIB,25-34,69.95798319,North,direct,0,49
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,316500,324,not_neg,not_int,not_lpsm,458000,pr,6240,CRIF,828,EXP,35-44,69.10480349,south,direct,0,31
cf,Male,nopre,type3,p1,l1,nopc,nob/c,336500,360,not_neg,not_int,not_lpsm,338000,pr,2400,CRIF,791,CIB,45-54,99.55621302,North,direct,0,53
cf,Female,nopre,type1,p4,l1,nopc,nob/c,126500,360,not_neg,not_int,not_lpsm,288000,pr,2220,EXP,549,CIB,45-54,43.92361111,North,direct,0,41
cf,Male,nopre,type1,p3,l1,nopc,nob/c,366500,360,not_neg,not_int,not_lpsm,478000,pr,9840,EXP,512,CIB,35-44,76.67364017,south,direct,1,23
cf,Joint,nopre,type2,p1,l1,nopc,b/c,366500,360,not_neg,not_int,not_lpsm,398000,pr,4500,CRIF,641,EXP,25-34,92.08542714,North,direct,0,59
cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,646500,360,not_neg,not_int,not_lpsm,688000,pr,8100,EXP,541,EXP,35-44,93.96802326,North,direct,0,44
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,526500,360,not_neg,int_only,not_lpsm,678000,pr,5160,CIB,671,CIB,35-44,77.65486726,south,direct,0,49
cf,Female,nopre,type1,p4,l1,nopc,nob/c,276500,180,not_neg,not_int,not_lpsm,548000,pr,7740,CRIF,826,CIB,45-54,50.45620438,North,direct,0,25
cf,Female,nopre,type2,p4,l1,nopc,b/c,436500,360,not_neg,not_int,not_lpsm,448000,pr,5700,CIB,675,CIB,25-34,97.43303571,North,direct,0,39
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,556500,360,not_neg,not_int,not_lpsm,938000,pr,7860,EXP,900,EXP,25-34,59.32835821,North,direct,0,36
cf,Male,nopre,type1,p3,l1,nopc,nob/c,466500,360,not_neg,not_int,not_lpsm,618000,pr,8280,EXP,602,CIB,45-54,75.48543689,south,direct,0,22
ncf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,746500,360,not_neg,not_int,not_lpsm,1178000,pr,9900,CRIF,577,EXP,35-44,63.37011885,south,direct,1,36
cf,Female,pre,type1,p4,l1,nopc,nob/c,126500,180,not_neg,not_int,not_lpsm,218000,pr,2760,CRIF,729,CIB,55-64,58.02752294,North,direct,0,49
cf,Male,nopre,type2,p1,l1,nopc,b/c,156500,360,not_neg,not_int,not_lpsm,158000,pr,2700,EXP,604,CIB,25-34,99.05063291,North,direct,0,46
cf,Male,nopre,type1,p4,l1,nopc,nob/c,346500,360,not_neg,not_int,not_lpsm,468000,pr,6300,EXP,792,CIB,25-34,74.03846154,North,direct,0,21
cf,Female,nopre,type1,p1,l1,nopc,nob/c,266500,360,neg_amm,not_int,not_lpsm,378000,ir,2400,CIB,821,CIB,45-54,70.5026455,south,direct,1,36
cf,Joint,nopre,type3,p4,l1,nopc,nob/c,586500,360,not_neg,not_int,not_lpsm,668000,pr,5700,CRIF,531,EXP,55-64,87.7994012,North,direct,0,39
cf,Male,nopre,type1,p4,l1,nopc,nob/c,386500,360,neg_amm,not_int,not_lpsm,408000,pr,10680,CIB,522,CIB,35-44,94.73039216,North,direct,0,44
cf,Male,nopre,type1,p3,l1,nopc,nob/c,566500,360,not_neg,not_int,not_lpsm,758000,pr,4680,CIB,628,CIB,55-64,74.73614776,North,direct,0,49
cf,Male,nopre,type1,p3,l1,nopc,nob/c,256500,360,not_neg,not_int,not_lpsm,338000,pr,4620,CIB,583,CIB,25-34,75.88757396,south,direct,0,35
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,136500,360,not_neg,not_int,lpsm,248000,ir,10440,CIB,507,EXP,55-64,55.04032258,North,direct,0,47
cf,Female,nopre,type1,p2,l1,nopc,nob/c,56500,360,neg_amm,not_int,not_lpsm,168000,pr,1380,CIB,667,CIB,65-74,33.63095238,North,direct,0,42
cf,Male,pre,type1,p3,l1,nopc,nob/c,186500,360,not_neg,not_int,not_lpsm,258000,ir,3540,EXP,575,CIB,45-54,72.28682171,south,direct,0,33
cf,Joint,pre,type3,p4,l1,nopc,nob/c,206500,360,not_neg,not_int,not_lpsm,238000,pr,5700,EXP,578,EXP,>74,86.76470588,south,direct,0,39
cf,Male,nopre,type1,p4,l1,nopc,nob/c,596500,360,neg_amm,int_only,not_lpsm,808000,pr,8460,CIB,689,CIB,35-44,73.82425743,south,direct,0,34
cf,Male,pre,type1,p3,l1,nopc,nob/c,126500,180,not_neg,not_int,not_lpsm,218000,pr,3960,CRIF,886,CIB,55-64,58.02752294,North,direct,0,41
cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,246500,360,not_neg,not_int,not_lpsm,258000,pr,5700,EXP,718,EXP,65-74,95.54263566,south,direct,0,39
cf,Male,nopre,type1,p1,l1,nopc,nob/c,506500,360,not_neg,not_int,not_lpsm,638000,pr,9180,CRIF,865,EXP,35-44,79.38871473,North,direct,0,36
cf,Male,pre,type1,p4,l1,nopc,nob/c,156500,180,not_neg,not_int,not_lpsm,218000,pr,3720,CRIF,716,CIB,25-34,71.78899083,North,direct,0,37
cf,Male,pre,type1,p4,l1,nopc,nob/c,296500,360,not_neg,not_int,not_lpsm,328000,pr,3780,CIB,722,CIB,25-34,90.39634146,North,direct,0,37
cf,Male,nopre,type1,p4,l1,nopc,nob/c,606500,360,not_neg,not_int,not_lpsm,698000,pr,12780,CIB,611,CIB,55-64,86.89111748,North,direct,0,33
cf,Female,nopre,type1,p3,l1,nopc,nob/c,356500,360,not_neg,not_int,not_lpsm,418000,pr,4380,EQUI,900,EXP,55-64,75.2016129,North,direct,1,39
cf,Male,nopre,type1,p4,l1,nopc,nob/c,586500,360,not_neg,not_int,not_lpsm,1028000,pr,15000,CRIF,556,CIB,35-44,57.05252918,North,direct,0,31
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,436500,360,not_neg,not_int,not_lpsm,658000,pr,5220,EXP,817,EXP,65-74,66.33738602,south,direct,0,43
cf,Male,nopre,type3,p1,l1,nopc,nob/c,76500,360,neg_amm,not_int,not_lpsm,78000,pr,1260,CIB,674,CIB,25-34,98.07692308,North,direct,1,43
cf,Female,nopre,type1,p3,l1,nopc,nob/c,156500,360,not_neg,not_int,not_lpsm,298000,pr,0,CIB,842,CIB,45-54,52.51677852,North,direct,1,17
cf,Joint,nopre,type3,p3,l1,nopc,nob/c,206500,360,neg_amm,not_int,not_lpsm,238000,pr,6180,EXP,694,EXP,55-64,86.76470588,North,direct,0,60
cf,Female,nopre,type1,p3,l1,nopc,nob/c,246500,360,not_neg,not_int,not_lpsm,338000,pr,3960,CRIF,513,CIB,45-54,72.92899408,central,direct,0,34
cf,Female,nopre,type2,p1,l1,nopc,b/c,576500,360,not_neg,not_int,not_lpsm,648000,pr,6600,CIB,619,CIB,55-64,88.96604938,central,direct,0,57
cf,Female,pre,type1,p1,l1,nopc,nob/c,216500,360,not_neg,not_int,not_lpsm,258000,pr,4680,CRIF,533,CIB,45-54,83.91472868,North,direct,0,31
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,316500,360,not_neg,not_int,not_lpsm,508000,pr,5640,CRIF,556,EXP,25-34,62.30314961,south,direct,0,48
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,226500,360,not_neg,not_int,not_lpsm,268000,pr,6780,CIB,753,EXP,65-74,84.51492537,south,direct,0,25
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,66500,180,not_neg,not_int,not_lpsm,68000,pr,2760,CIB,813,CIB,25-34,97.79411765,south,direct,0,43
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,456500,360,not_neg,not_int,not_lpsm,928000,ir,4380,EXP,590,CIB,55-64,49.19181034,south,direct,0,19
cf,Joint,pre,type1,p4,l1,nopc,nob/c,346500,360,not_neg,not_int,not_lpsm,568000,ir,9480,EXP,648,EXP,55-64,61.00352113,North,direct,0,48
cf,Male,nopre,type1,p4,l1,nopc,nob/c,456500,360,not_neg,not_int,not_lpsm,728000,pr,8220,EXP,686,CIB,35-44,62.70604396,south,direct,0,46
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,406500,360,not_neg,not_int,not_lpsm,538000,ir,11760,EXP,721,EXP,55-64,75.55762082,south,direct,1,49
cf,Joint,pre,type1,p3,l1,nopc,nob/c,446500,360,not_neg,not_int,not_lpsm,598000,pr,12000,CIB,761,EXP,35-44,74.66555184,south,direct,0,22
ncf,Joint,pre,type1,p4,l1,nopc,nob/c,446500,360,not_neg,not_int,not_lpsm,558000,pr,4860,EXP,532,EXP,35-44,80.01792115,south,direct,0,48
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,126500,360,not_neg,not_int,not_lpsm,168000,pr,2220,CRIF,739,CIB,55-64,75.29761905,south,direct,0,37
cf,Male,nopre,type1,p3,l1,nopc,nob/c,146500,312,not_neg,not_int,not_lpsm,218000,pr,3360,CIB,535,CIB,55-64,67.20183486,central,direct,0,32
cf,Male,nopre,type1,p4,l1,nopc,nob/c,106500,240,not_neg,not_int,not_lpsm,418000,pr,4320,EQUI,744,EXP,65-74,75.2016129,North,direct,1,39
cf,Female,nopre,type2,p1,l1,nopc,b/c,136500,360,not_neg,not_int,not_lpsm,138000,pr,3600,CRIF,891,CIB,25-34,98.91304348,North,direct,0,29
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,336500,360,not_neg,not_int,not_lpsm,458000,pr,6000,CIB,807,CIB,35-44,73.47161572,south,direct,0,43
cf,Female,nopre,type3,p1,l2,nopc,nob/c,226500,300,neg_amm,not_int,not_lpsm,228000,pr,4260,CRIF,607,CIB,55-64,99.34210526,North,direct,1,37
cf,Male,nopre,type1,p4,l2,nopc,nob/c,226500,360,not_neg,not_int,not_lpsm,268000,pr,3420,EXP,616,CIB,<25,84.51492537,North-East,direct,0,42
cf,Joint,nopre,type1,p1,l2,nopc,nob/c,506500,360,not_neg,not_int,not_lpsm,538000,pr,9780,CRIF,756,EXP,45-54,94.14498141,North,direct,0,48
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,86500,108,neg_amm,not_int,not_lpsm,278000,pr,1500,CIB,674,EXP,35-44,31.11510791,North,direct,1,9
cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,126500,360,not_neg,int_only,not_lpsm,418000,pr,3780,EQUI,613,EXP,25-34,75.2016129,south,direct,1,39
cf,Male,nopre,type1,p3,l1,nopc,nob/c,486500,360,not_neg,not_int,not_lpsm,948000,pr,5040,CIB,700,CIB,55-64,51.3185654,North,direct,1,47
ncf,Joint,nopre,type1,p4,l1,nopc,nob/c,406500,360,not_neg,not_int,not_lpsm,448000,pr,5940,CRIF,601,EXP,35-44,90.73660714,North,direct,0,43
cf,Male,nopre,type2,p4,l1,nopc,b/c,116500,360,not_neg,not_int,not_lpsm,168000,pr,2940,EXP,686,EXP,55-64,69.3452381,North,direct,0,21
cf,Male,pre,type1,p1,l1,nopc,nob/c,446500,360,not_neg,not_int,not_lpsm,558000,pr,5100,CIB,821,CIB,35-44,80.01792115,North,direct,0,47
cf,Sex Not Available,nopre,type1,p2,l2,nopc,nob/c,216500,360,neg_amm,not_int,not_lpsm,418000,sr,38100,EQUI,623,EXP,65-74,75.2016129,south,direct,1,39
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,336500,324,not_neg,not_int,not_lpsm,438000,pr,9540,CIB,504,EXP,35-44,76.82648402,south,direct,0,35
cf,Male,pre,type2,p1,l1,nopc,b/c,336500,360,not_neg,not_int,not_lpsm,348000,pr,6000,CRIF,548,CIB,25-34,96.6954023,North,direct,0,45
cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,246500,360,not_neg,not_int,not_lpsm,258000,pr,5700,EXP,630,CIB,65-74,95.54263566,south,direct,0,39
cf,Female,nopre,type1,p4,l1,nopc,nob/c,526500,360,neg_amm,not_int,not_lpsm,708000,pr,10200,CRIF,761,CIB,35-44,74.36440678,North,direct,0,33
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,406500,360,not_neg,not_int,not_lpsm,568000,pr,5520,CRIF,549,EXP,45-54,71.56690141,North,direct,0,34
cf,Male,nopre,type3,p4,l1,nopc,nob/c,346500,360,not_neg,not_int,not_lpsm,398000,pr,5700,EXP,818,EXP,35-44,87.06030151,North,direct,0,39
cf,Female,nopre,type1,p3,l1,nopc,nob/c,236500,360,not_neg,not_int,not_lpsm,298000,pr,3060,CIB,648,CIB,25-34,79.36241611,North,direct,0,41
ncf,Sex Not Available,pre,type1,p4,l1,nopc,nob/c,316500,180,not_neg,not_int,not_lpsm,358000,sr,5100,EXP,569,CIB,55-64,88.40782123,south,direct,0,56
cf,Male,nopre,type1,p4,l1,nopc,nob/c,506500,360,not_neg,not_int,not_lpsm,708000,pr,8580,CRIF,611,CIB,35-44,71.53954802,south,direct,0,47
cf,Sex Not Available,pre,type2,p3,l1,nopc,b/c,266500,360,not_neg,not_int,not_lpsm,328000,pr,4200,CRIF,653,CIB,25-34,81.25,south,direct,1,50
cf,Male,nopre,type1,p3,l1,nopc,nob/c,566500,360,not_neg,not_int,not_lpsm,948000,pr,7020,CRIF,638,CIB,45-54,59.75738397,central,direct,0,40
cf,Female,nopre,type1,p4,l1,nopc,nob/c,86500,360,neg_amm,not_int,not_lpsm,418000,pr,1920,EQUI,892,EXP,65-74,75.2016129,North,direct,1,39
cf,Male,nopre,type1,p3,l1,nopc,nob/c,146500,120,not_neg,not_int,not_lpsm,878000,pr,4740,EXP,646,CIB,55-64,16.6856492,North,direct,0,42
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,126500,360,not_neg,not_int,not_lpsm,198000,pr,1440,CRIF,698,EXP,65-74,63.88888889,North,direct,1,45
cf,Male,nopre,type1,p1,l1,nopc,nob/c,246500,360,not_neg,not_int,not_lpsm,368000,pr,4200,CIB,621,CIB,25-34,66.98369565,North,direct,0,45
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,456500,360,not_neg,not_int,not_lpsm,568000,pr,7680,CRIF,653,EXP,55-64,80.36971831,south,direct,0,43
cf,Female,pre,type2,p3,l1,nopc,b/c,106500,360,not_neg,not_int,not_lpsm,178000,pr,1560,EXP,746,CIB,65-74,59.83146067,North,direct,1,37
cf,Female,nopre,type1,p3,l1,nopc,nob/c,206500,360,not_neg,not_int,not_lpsm,498000,pr,1740,EXP,594,CIB,>74,41.46586345,North,direct,0,46
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,466500,360,not_neg,not_int,not_lpsm,638000,ir,13320,CIB,578,EXP,45-54,73.11912226,south,direct,0,48
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,346500,360,not_neg,not_int,not_lpsm,388000,pr,7320,CRIF,687,EXP,55-64,89.30412371,south,direct,0,37
cf,Male,nopre,type1,p3,l1,nopc,nob/c,66500,180,not_neg,not_int,not_lpsm,118000,pr,1500,EXP,886,CIB,65-74,56.3559322,North,direct,0,38
cf,Male,nopre,type1,p4,l1,nopc,nob/c,376500,360,not_neg,not_int,not_lpsm,508000,ir,27600,EXP,633,CIB,45-54,74.11417323,North,direct,0,37
cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,356500,360,not_neg,not_int,not_lpsm,428000,pr,3660,EXP,720,CIB,45-54,83.29439252,south,direct,0,45
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,246500,360,not_neg,not_int,not_lpsm,308000,pr,3540,CRIF,759,EXP,35-44,80.03246753,central,direct,0,40
cf,Male,nopre,type1,p3,l1,nopc,nob/c,546500,360,not_neg,not_int,not_lpsm,738000,pr,8100,CIB,527,CIB,35-44,74.05149051,North,direct,0,49
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,336500,180,not_neg,not_int,lpsm,418000,pr,10380,EQUI,785,EXP,45-54,75.2016129,North,direct,1,39
cf,Male,nopre,type1,p3,l1,nopc,nob/c,236500,360,not_neg,not_int,not_lpsm,398000,pr,5880,EXP,771,CIB,25-34,59.42211055,North,direct,0,27
cf,Joint,nopre,type3,p4,l1,nopc,nob/c,686500,360,not_neg,not_int,not_lpsm,738000,pr,5700,EXP,662,EXP,55-64,93.02168022,south,direct,0,39
cf,Male,nopre,type1,p3,l1,nopc,nob/c,386500,360,not_neg,not_int,not_lpsm,508000,pr,4740,CRIF,680,EXP,55-64,76.08267717,south,direct,0,49
cf,Male,nopre,type3,p3,l1,nopc,nob/c,626500,360,neg_amm,not_int,not_lpsm,418000,pr,7200,EQUI,603,EXP,>74,75.2016129,North-East,direct,1,39
cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,196500,360,not_neg,not_int,not_lpsm,418000,pr,4020,EQUI,733,EXP,65-74,75.2016129,south,direct,1,39
cf,Male,pre,type1,p3,l1,nopc,nob/c,176500,360,not_neg,not_int,not_lpsm,358000,pr,2160,EXP,566,CIB,35-44,49.30167598,North,direct,0,47
cf,Sex Not Available,nopre,type2,p1,l1,nopc,b/c,46500,360,not_neg,not_int,not_lpsm,178000,pr,660,CRIF,534,CIB,55-64,26.12359551,south,direct,1,53
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,156500,360,not_neg,not_int,not_lpsm,268000,pr,2940,CIB,885,CIB,55-64,58.39552239,south,direct,0,31
